Layer,Threshold,ThresholdLabel,Date,DailyNetTWD,DailyLongTWD,DailyShortTWD,CumNetTWD,CumLongTWD,CumShortTWD
小台全日 比例,0.5,勝率 > 50%,20260427,-3048.0,2934.0,-5982.0,259457.0,149236.0,110221.0
小台全日 比例,0.5,勝率 > 50%,20260429,536.0,536.0,0.0,259993.0,149772.0,110221.0
小台全日 比例,0.5,勝率 > 50%,20260430,3634.0,0.0,3634.0,263627.0,149772.0,113855.0
小台全日 比例,0.5,勝率 > 50%,20260519,3696.0,3696.0,0.0,267323.0,153468.0,113855.0
小台全日 比例,0.5,勝率 > 50%,20260527,-252.0,-1626.0,1374.0,267071.0,151842.0,115229.0
小台全日 比例,0.5,勝率 > 50%,20260528,13902.0,0.0,13902.0,280973.0,151842.0,129131.0
小台全日 比例,0.5,勝率 > 50%,20260606,186514.0,209620.0,-23106.0,467487.0,361462.0,106025.0
小台全日 比例,0.5,勝率 > 50%,20260608,13067.0,8105.0,4962.0,480554.0,369567.0,110987.0
小台全日 比例,0.5,勝率 > 50%,20260609,-3426.0,0.0,-3426.0,477128.0,369567.0,107561.0
小台全日 比例,0.5,勝率 > 50%,20260610,17446.0,11390.0,6056.0,494574.0,380957.0,113617.0
小台全日 比例,0.5,勝率 > 50%,20260611,394.0,4240.0,-3846.0,494968.0,385197.0,109771.0
小台全日 比例,0.5,勝率 > 50%,20260612,3132.0,6880.0,-3748.0,498100.0,392077.0,106023.0
小台全日 比例,0.5,勝率 > 50%,20260618,23054.0,7338.0,15716.0,521154.0,399415.0,121739.0
小台全日 比例,0.5,勝率 > 50%,20260623,-3028.0,0.0,-3028.0,518126.0,399415.0,118711.0
小台全日 比例,0.5,勝率 > 50%,20260624,1142.0,920.0,222.0,519268.0,400335.0,118933.0
小台全日 比例,0.5,勝率 > 50%,20260625,8242.0,8242.0,0.0,527510.0,408577.0,118933.0
小台全日 比例,0.5,勝率 > 50%,20260626,3622.0,0.0,3622.0,531132.0,408577.0,122555.0
小台全日 比例,0.6,勝率 > 60%,20200312,1164.0,1122.0,42.0,1164.0,1122.0,42.0
小台全日 比例,0.6,勝率 > 60%,20200313,802.0,482.0,320.0,1966.0,1604.0,362.0
小台全日 比例,0.6,勝率 > 60%,20200314,88.0,94.0,-6.0,2054.0,1698.0,356.0
小台全日 比例,0.6,勝率 > 60%,20200316,6318.0,194.0,6124.0,8372.0,1892.0,6480.0
小台全日 比例,0.6,勝率 > 60%,20200317,-1244.0,-1636.0,392.0,7128.0,256.0,6872.0
小台全日 比例,0.6,勝率 > 60%,20200318,1534.0,342.0,1192.0,8662.0,598.0,8064.0
小台全日 比例,0.6,勝率 > 60%,20200319,3207.0,-619.0,3826.0,11869.0,-21.0,11890.0
小台全日 比例,0.6,勝率 > 60%,20200320,442.0,0.0,442.0,12311.0,-21.0,12332.0
小台全日 比例,0.6,勝率 > 60%,20200323,4056.0,180.0,3876.0,16367.0,159.0,16208.0
小台全日 比例,0.6,勝率 > 60%,20200324,146.0,146.0,0.0,16513.0,305.0,16208.0
小台全日 比例,0.6,勝率 > 60%,20200728,938.0,0.0,938.0,17451.0,305.0,17146.0
小台全日 比例,0.6,勝率 > 60%,20200730,214.0,38.0,176.0,17665.0,343.0,17322.0
小台全日 比例,0.6,勝率 > 60%,20201221,686.0,0.0,686.0,18351.0,343.0,18008.0
小台全日 比例,0.6,勝率 > 60%,20210217,164.0,164.0,0.0,18515.0,507.0,18008.0
小台全日 比例,0.6,勝率 > 60%,20210512,3793.0,-705.0,4498.0,22308.0,-198.0,22506.0
小台全日 比例,0.6,勝率 > 60%,20210514,2564.0,2564.0,0.0,24872.0,2366.0,22506.0
小台全日 比例,0.6,勝率 > 60%,20210517,-469.0,3198.0,-3667.0,24403.0,5564.0,18839.0
小台全日 比例,0.6,勝率 > 60%,20210607,-3970.0,0.0,-3970.0,20433.0,5564.0,14869.0
小台全日 比例,0.6,勝率 > 60%,20220704,486.0,486.0,0.0,20919.0,6050.0,14869.0
小台全日 比例,0.6,勝率 > 60%,20220712,4186.0,4186.0,0.0,25105.0,10236.0,14869.0
小台全日 比例,0.6,勝率 > 60%,20220922,408.0,0.0,408.0,25513.0,10236.0,15277.0
小台全日 比例,0.6,勝率 > 60%,20221013,1288.0,0.0,1288.0,26801.0,10236.0,16565.0
小台全日 比例,0.6,勝率 > 60%,20221209,1584.0,0.0,1584.0,28385.0,10236.0,18149.0
小台全日 比例,0.6,勝率 > 60%,20221213,534.0,534.0,0.0,28919.0,10770.0,18149.0
小台全日 比例,0.6,勝率 > 60%,20221215,334.0,0.0,334.0,29253.0,10770.0,18483.0
小台全日 比例,0.6,勝率 > 60%,20230112,6352.0,0.0,6352.0,35605.0,10770.0,24835.0
小台全日 比例,0.6,勝率 > 60%,20240805,27102.0,18880.0,8222.0,62707.0,29650.0,33057.0
小台全日 比例,0.6,勝率 > 60%,20240806,7922.0,0.0,7922.0,70629.0,29650.0,40979.0
小台全日 比例,0.6,勝率 > 60%,20240807,1272.0,1272.0,0.0,71901.0,30922.0,40979.0
小台全日 比例,0.6,勝率 > 60%,20240808,1344.0,0.0,1344.0,73245.0,30922.0,42323.0
小台全日 比例,0.6,勝率 > 60%,20240904,1222.0,0.0,1222.0,74467.0,30922.0,43545.0
